filename,error_type,inject_at_move,total_moves,original_move,corrupted_move,cascade_length,shift_starts_at
clean_006173.pgn,0,,,,,,
clean_006174.pgn,0,,,,,,
clean_006175.pgn,0,,,,,,
clean_006176.pgn,0,,,,,,
clean_006177.pgn,0,,,,,,
clean_006178.pgn,0,,,,,,
clean_006179.pgn,0,,,,,,
clean_006180.pgn,0,,,,,,
clean_006181.pgn,0,,,,,,
clean_006182.pgn,0,,,,,,
clean_006183.pgn,0,,,,,,
clean_006184.pgn,0,,,,,,
clean_006185.pgn,0,,,,,,
clean_006186.pgn,0,,,,,,
clean_006187.pgn,0,,,,,,
clean_006188.pgn,0,,,,,,
clean_006189.pgn,0,,,,,,
clean_006190.pgn,0,,,,,,
clean_006191.pgn,0,,,,,,
clean_006192.pgn,0,,,,,,
clean_006193.pgn,0,,,,,,
clean_006194.pgn,0,,,,,,
clean_006195.pgn,0,,,,,,
clean_006196.pgn,0,,,,,,
clean_006197.pgn,0,,,,,,
clean_006198.pgn,0,,,,,,
clean_006199.pgn,0,,,,,,
clean_006200.pgn,0,,,,,,
clean_006201.pgn,0,,,,,,
clean_006202.pgn,0,,,,,,
clean_006203.pgn,0,,,,,,
clean_006204.pgn,0,,,,,,
clean_006205.pgn,0,,,,,,
clean_006206.pgn,0,,,,,,
clean_006207.pgn,0,,,,,,
clean_006208.pgn,0,,,,,,
clean_006209.pgn,0,,,,,,
clean_006210.pgn,0,,,,,,
clean_006211.pgn,0,,,,,,
clean_006212.pgn,0,,,,,,
clean_006213.pgn,0,,,,,,
clean_006214.pgn,0,,,,,,
clean_006215.pgn,0,,,,,,
clean_006216.pgn,0,,,,,,
clean_006217.pgn,0,,,,,,
clean_006218.pgn,0,,,,,,
clean_006219.pgn,0,,,,,,
clean_006220.pgn,0,,,,,,
clean_006221.pgn,0,,,,,,
clean_006222.pgn,0,,,,,,
clean_006223.pgn,0,,,,,,
clean_006224.pgn,0,,,,,,
clean_006225.pgn,0,,,,,,
clean_006226.pgn,0,,,,,,
clean_006227.pgn,0,,,,,,
clean_006228.pgn,0,,,,,,
clean_006229.pgn,0,,,,,,
clean_006230.pgn,0,,,,,,
clean_006231.pgn,0,,,,,,
clean_006232.pgn,0,,,,,,
clean_006233.pgn,0,,,,,,
clean_006234.pgn,0,,,,,,
clean_006235.pgn,0,,,,,,
clean_006236.pgn,0,,,,,,
clean_006237.pgn,0,,,,,,
clean_006238.pgn,0,,,,,,
clean_006239.pgn,0,,,,,,
clean_006240.pgn,0,,,,,,
clean_006241.pgn,0,,,,,,
clean_006242.pgn,0,,,,,,
clean_006243.pgn,0,,,,,,
clean_006244.pgn,0,,,,,,
clean_006245.pgn,0,,,,,,
clean_006246.pgn,0,,,,,,
clean_006247.pgn,0,,,,,,
clean_006248.pgn,0,,,,,,
clean_006249.pgn,0,,,,,,
clean_006250.pgn,0,,,,,,
clean_006251.pgn,0,,,,,,
clean_006252.pgn,0,,,,,,
clean_006253.pgn,0,,,,,,
clean_006254.pgn,0,,,,,,
clean_006255.pgn,0,,,,,,
clean_006256.pgn,0,,,,,,
clean_006257.pgn,0,,,,,,
clean_006258.pgn,0,,,,,,
clean_006259.pgn,0,,,,,,
clean_006260.pgn,0,,,,,,
clean_006261.pgn,0,,,,,,
clean_006262.pgn,0,,,,,,
clean_006263.pgn,0,,,,,,
clean_006264.pgn,0,,,,,,
clean_006265.pgn,0,,,,,,
clean_006266.pgn,0,,,,,,
clean_006267.pgn,0,,,,,,
clean_006268.pgn,0,,,,,,
clean_006269.pgn,0,,,,,,
clean_006270.pgn,0,,,,,,
clean_006271.pgn,0,,,,,,
clean_006272.pgn,0,,,,,,
clean_006273.pgn,0,,,,,,
clean_006274.pgn,0,,,,,,
clean_006275.pgn,0,,,,,,
clean_006276.pgn,0,,,,,,
clean_006277.pgn,0,,,,,,
clean_006278.pgn,0,,,,,,
clean_006279.pgn,0,,,,,,
clean_006280.pgn,0,,,,,,
clean_006281.pgn,0,,,,,,
clean_006282.pgn,0,,,,,,
clean_006283.pgn,0,,,,,,
clean_006284.pgn,0,,,,,,
clean_006285.pgn,0,,,,,,
clean_006286.pgn,0,,,,,,
clean_006287.pgn,0,,,,,,
clean_006288.pgn,0,,,,,,
clean_006289.pgn,0,,,,,,
clean_006290.pgn,0,,,,,,
clean_006291.pgn,0,,,,,,
clean_006292.pgn,0,,,,,,
clean_006293.pgn,0,,,,,,
clean_006294.pgn,0,,,,,,
clean_006295.pgn,0,,,,,,
clean_006296.pgn,0,,,,,,
clean_006297.pgn,0,,,,,,
clean_006298.pgn,0,,,,,,
clean_006299.pgn,0,,,,,,
clean_006300.pgn,0,,,,,,
clean_006301.pgn,0,,,,,,
clean_006302.pgn,0,,,,,,
clean_006303.pgn,0,,,,,,
clean_006304.pgn,0,,,,,,
clean_006305.pgn,0,,,,,,
clean_006306.pgn,0,,,,,,
clean_006307.pgn,0,,,,,,
clean_006308.pgn,0,,,,,,
clean_006309.pgn,0,,,,,,
clean_006310.pgn,0,,,,,,
clean_006311.pgn,0,,,,,,
clean_006312.pgn,0,,,,,,
clean_006313.pgn,0,,,,,,
clean_006314.pgn,0,,,,,,
clean_006315.pgn,0,,,,,,
clean_006316.pgn,0,,,,,,
clean_006317.pgn,0,,,,,,
clean_006318.pgn,0,,,,,,
clean_006319.pgn,0,,,,,,
clean_006320.pgn,0,,,,,,
clean_006321.pgn,0,,,,,,
clean_006322.pgn,0,,,,,,
clean_006323.pgn,0,,,,,,
clean_006324.pgn,0,,,,,,
clean_006325.pgn,0,,,,,,
clean_006326.pgn,0,,,,,,
clean_006327.pgn,0,,,,,,
clean_006328.pgn,0,,,,,,
clean_006329.pgn,0,,,,,,
clean_006330.pgn,0,,,,,,
clean_006331.pgn,0,,,,,,
clean_006332.pgn,0,,,,,,
clean_006333.pgn,0,,,,,,
clean_006334.pgn,0,,,,,,
clean_006335.pgn,0,,,,,,
clean_006336.pgn,0,,,,,,
clean_006337.pgn,0,,,,,,
clean_006338.pgn,0,,,,,,
clean_006339.pgn,0,,,,,,
clean_006340.pgn,0,,,,,,
clean_006341.pgn,0,,,,,,
clean_006342.pgn,0,,,,,,
clean_006343.pgn,0,,,,,,
clean_006344.pgn,0,,,,,,
clean_006345.pgn,0,,,,,,
clean_006346.pgn,0,,,,,,
clean_006347.pgn,0,,,,,,
clean_006348.pgn,0,,,,,,
clean_006349.pgn,0,,,,,,
clean_006350.pgn,0,,,,,,
clean_006351.pgn,0,,,,,,
clean_006352.pgn,0,,,,,,
clean_006353.pgn,0,,,,,,
clean_006354.pgn,0,,,,,,
clean_006355.pgn,0,,,,,,
clean_006356.pgn,0,,,,,,
clean_006357.pgn,0,,,,,,
clean_006358.pgn,0,,,,,,
clean_006359.pgn,0,,,,,,
clean_006360.pgn,0,,,,,,
clean_006361.pgn,0,,,,,,
clean_006362.pgn,0,,,,,,
clean_006363.pgn,0,,,,,,
clean_006364.pgn,0,,,,,,
clean_006365.pgn,0,,,,,,
clean_006366.pgn,0,,,,,,
clean_006367.pgn,0,,,,,,
clean_006368.pgn,0,,,,,,
clean_006369.pgn,0,,,,,,
clean_006370.pgn,0,,,,,,
clean_006371.pgn,0,,,,,,
clean_006372.pgn,0,,,,,,
clean_006373.pgn,0,,,,,,
clean_006374.pgn,0,,,,,,
clean_006375.pgn,0,,,,,,
clean_006376.pgn,0,,,,,,
clean_006377.pgn,0,,,,,,
clean_006378.pgn,0,,,,,,
clean_006379.pgn,0,,,,,,
clean_006380.pgn,0,,,,,,
clean_006381.pgn,0,,,,,,
clean_006382.pgn,0,,,,,,
clean_006383.pgn,0,,,,,,
clean_006384.pgn,0,,,,,,
clean_006385.pgn,0,,,,,,
clean_006386.pgn,0,,,,,,
clean_006387.pgn,0,,,,,,
clean_006388.pgn,0,,,,,,
clean_006389.pgn,0,,,,,,
clean_006390.pgn,0,,,,,,
clean_006391.pgn,0,,,,,,
clean_006392.pgn,0,,,,,,
clean_006393.pgn,0,,,,,,
clean_006394.pgn,0,,,,,,
clean_006395.pgn,0,,,,,,
clean_006396.pgn,0,,,,,,
clean_006397.pgn,0,,,,,,
clean_006398.pgn,0,,,,,,
clean_006399.pgn,0,,,,,,
clean_006400.pgn,0,,,,,,
clean_006401.pgn,0,,,,,,
clean_006402.pgn,0,,,,,,
clean_006403.pgn,0,,,,,,
clean_006404.pgn,0,,,,,,
clean_006405.pgn,0,,,,,,
clean_006406.pgn,0,,,,,,
clean_006407.pgn,0,,,,,,
clean_006408.pgn,0,,,,,,
clean_006409.pgn,0,,,,,,
clean_006410.pgn,0,,,,,,
clean_006411.pgn,0,,,,,,
clean_006412.pgn,0,,,,,,
clean_006413.pgn,0,,,,,,
clean_006414.pgn,0,,,,,,
clean_006415.pgn,0,,,,,,
clean_006416.pgn,0,,,,,,
clean_006417.pgn,0,,,,,,
clean_006418.pgn,0,,,,,,
clean_006419.pgn,0,,,,,,
clean_006420.pgn,0,,,,,,
clean_006421.pgn,0,,,,,,
clean_006422.pgn,0,,,,,,
clean_006423.pgn,0,,,,,,
clean_006424.pgn,0,,,,,,
clean_006425.pgn,0,,,,,,
clean_006426.pgn,0,,,,,,
clean_006427.pgn,0,,,,,,
clean_006428.pgn,0,,,,,,
clean_006429.pgn,0,,,,,,
clean_006430.pgn,0,,,,,,
clean_006431.pgn,0,,,,,,
clean_006432.pgn,0,,,,,,
clean_006433.pgn,0,,,,,,
clean_006434.pgn,0,,,,,,
clean_006435.pgn,0,,,,,,
clean_006436.pgn,0,,,,,,
clean_006437.pgn,0,,,,,,
clean_006438.pgn,0,,,,,,
clean_006439.pgn,0,,,,,,
clean_006440.pgn,0,,,,,,
clean_006441.pgn,0,,,,,,
clean_006442.pgn,0,,,,,,
clean_006443.pgn,0,,,,,,
clean_006444.pgn,0,,,,,,
clean_006445.pgn,0,,,,,,
clean_006446.pgn,0,,,,,,
clean_006447.pgn,0,,,,,,
clean_006448.pgn,0,,,,,,
clean_006449.pgn,0,,,,,,
clean_006450.pgn,0,,,,,,
clean_006451.pgn,0,,,,,,
clean_006452.pgn,0,,,,,,
clean_006453.pgn,0,,,,,,
clean_006454.pgn,0,,,,,,
clean_006455.pgn,0,,,,,,
clean_006456.pgn,0,,,,,,
clean_006457.pgn,0,,,,,,
clean_006458.pgn,0,,,,,,
clean_006459.pgn,0,,,,,,
clean_006460.pgn,0,,,,,,
clean_006461.pgn,0,,,,,,
clean_006462.pgn,0,,,,,,
clean_006463.pgn,0,,,,,,
clean_006464.pgn,0,,,,,,
clean_006465.pgn,0,,,,,,
clean_006466.pgn,0,,,,,,
clean_006467.pgn,0,,,,,,
clean_006468.pgn,0,,,,,,
clean_006469.pgn,0,,,,,,
clean_006470.pgn,0,,,,,,
clean_006471.pgn,0,,,,,,
clean_006472.pgn,0,,,,,,
clean_006473.pgn,0,,,,,,
clean_006474.pgn,0,,,,,,
clean_006475.pgn,0,,,,,,
clean_006476.pgn,0,,,,,,
clean_006477.pgn,0,,,,,,
clean_006478.pgn,0,,,,,,
clean_006479.pgn,0,,,,,,
clean_006480.pgn,0,,,,,,
clean_006481.pgn,0,,,,,,
clean_006482.pgn,0,,,,,,
clean_006483.pgn,0,,,,,,
clean_006484.pgn,0,,,,,,
clean_006485.pgn,0,,,,,,
clean_006486.pgn,0,,,,,,
clean_006487.pgn,0,,,,,,
clean_006488.pgn,0,,,,,,
clean_006489.pgn,0,,,,,,
clean_006490.pgn,0,,,,,,
clean_006491.pgn,0,,,,,,
clean_006492.pgn,0,,,,,,
clean_006493.pgn,0,,,,,,
clean_006494.pgn,0,,,,,,
clean_006495.pgn,0,,,,,,
clean_006496.pgn,0,,,,,,
clean_006497.pgn,0,,,,,,
clean_006498.pgn,0,,,,,,
clean_006499.pgn,0,,,,,,
clean_006500.pgn,0,,,,,,
clean_006501.pgn,0,,,,,,
clean_006502.pgn,0,,,,,,
clean_006503.pgn,0,,,,,,
clean_006504.pgn,0,,,,,,
clean_006505.pgn,0,,,,,,
clean_006506.pgn,0,,,,,,
clean_006507.pgn,0,,,,,,
clean_006508.pgn,0,,,,,,
clean_006509.pgn,0,,,,,,
clean_006510.pgn,0,,,,,,
clean_006511.pgn,0,,,,,,
clean_006512.pgn,0,,,,,,
clean_006513.pgn,0,,,,,,
clean_006514.pgn,0,,,,,,
clean_006515.pgn,0,,,,,,
clean_006516.pgn,0,,,,,,
clean_006517.pgn,0,,,,,,
clean_006518.pgn,0,,,,,,
clean_006519.pgn,0,,,,,,
clean_006520.pgn,0,,,,,,
clean_006521.pgn,0,,,,,,
clean_006522.pgn,0,,,,,,
clean_006523.pgn,0,,,,,,
clean_006524.pgn,0,,,,,,
clean_006525.pgn,0,,,,,,
clean_006526.pgn,0,,,,,,
clean_006527.pgn,0,,,,,,
clean_006528.pgn,0,,,,,,
clean_006529.pgn,0,,,,,,
clean_006530.pgn,0,,,,,,
clean_006531.pgn,0,,,,,,
clean_006532.pgn,0,,,,,,
clean_006533.pgn,0,,,,,,
clean_006534.pgn,0,,,,,,
clean_006535.pgn,0,,,,,,
clean_006536.pgn,0,,,,,,
clean_006537.pgn,0,,,,,,
clean_006538.pgn,0,,,,,,
clean_006539.pgn,0,,,,,,
clean_006540.pgn,0,,,,,,
clean_006541.pgn,0,,,,,,
clean_006542.pgn,0,,,,,,
clean_006543.pgn,0,,,,,,
clean_006544.pgn,0,,,,,,
clean_006545.pgn,0,,,,,,
clean_006546.pgn,0,,,,,,
clean_006547.pgn,0,,,,,,
clean_006548.pgn,0,,,,,,
clean_006549.pgn,0,,,,,,
clean_006550.pgn,0,,,,,,
clean_006551.pgn,0,,,,,,
clean_006552.pgn,0,,,,,,
clean_006553.pgn,0,,,,,,
clean_006554.pgn,0,,,,,,
clean_006555.pgn,0,,,,,,
clean_006556.pgn,0,,,,,,
clean_006557.pgn,0,,,,,,
clean_006558.pgn,0,,,,,,
clean_006559.pgn,0,,,,,,
clean_006560.pgn,0,,,,,,
clean_006561.pgn,0,,,,,,
clean_006562.pgn,0,,,,,,
clean_006563.pgn,0,,,,,,
clean_006564.pgn,0,,,,,,
clean_006565.pgn,0,,,,,,
clean_006566.pgn,0,,,,,,
clean_006567.pgn,0,,,,,,
clean_006568.pgn,0,,,,,,
clean_006569.pgn,0,,,,,,
clean_006570.pgn,0,,,,,,
clean_006571.pgn,0,,,,,,
clean_006572.pgn,0,,,,,,
clean_006573.pgn,0,,,,,,
clean_006574.pgn,0,,,,,,
clean_006575.pgn,0,,,,,,
clean_006576.pgn,0,,,,,,
clean_006577.pgn,0,,,,,,
clean_006578.pgn,0,,,,,,
clean_006579.pgn,0,,,,,,
clean_006580.pgn,0,,,,,,
clean_006581.pgn,0,,,,,,
clean_006582.pgn,0,,,,,,
clean_006583.pgn,0,,,,,,
clean_006584.pgn,0,,,,,,
clean_006585.pgn,0,,,,,,
clean_006586.pgn,0,,,,,,
clean_006587.pgn,0,,,,,,
clean_006588.pgn,0,,,,,,
clean_006589.pgn,0,,,,,,
clean_006590.pgn,0,,,,,,
clean_006591.pgn,0,,,,,,
clean_006592.pgn,0,,,,,,
clean_006593.pgn,0,,,,,,
clean_006594.pgn,0,,,,,,
clean_006595.pgn,0,,,,,,
clean_006596.pgn,0,,,,,,
clean_006597.pgn,0,,,,,,
clean_006598.pgn,0,,,,,,
clean_006599.pgn,0,,,,,,
clean_006600.pgn,0,,,,,,
clean_006601.pgn,0,,,,,,
clean_006602.pgn,0,,,,,,
clean_006603.pgn,0,,,,,,
clean_006604.pgn,0,,,,,,
clean_006605.pgn,0,,,,,,
clean_006606.pgn,0,,,,,,
clean_006607.pgn,0,,,,,,
clean_006608.pgn,0,,,,,,
clean_006609.pgn,0,,,,,,
clean_006610.pgn,0,,,,,,
clean_006611.pgn,0,,,,,,
clean_006612.pgn,0,,,,,,
clean_006613.pgn,0,,,,,,
clean_006614.pgn,0,,,,,,
clean_006615.pgn,0,,,,,,
clean_006616.pgn,0,,,,,,
clean_006617.pgn,0,,,,,,
clean_006618.pgn,0,,,,,,
clean_006619.pgn,0,,,,,,
clean_006620.pgn,0,,,,,,
clean_006621.pgn,0,,,,,,
clean_006622.pgn,0,,,,,,
clean_006623.pgn,0,,,,,,
clean_006624.pgn,0,,,,,,
clean_006625.pgn,0,,,,,,
clean_006626.pgn,0,,,,,,
clean_006627.pgn,0,,,,,,
clean_006628.pgn,0,,,,,,
clean_006629.pgn,0,,,,,,
clean_006630.pgn,0,,,,,,
clean_006631.pgn,0,,,,,,
clean_006632.pgn,0,,,,,,
clean_006633.pgn,0,,,,,,
clean_006634.pgn,0,,,,,,
clean_006635.pgn,0,,,,,,
clean_006636.pgn,0,,,,,,
clean_006637.pgn,0,,,,,,
clean_006638.pgn,0,,,,,,
clean_006639.pgn,0,,,,,,
clean_006640.pgn,0,,,,,,
clean_006641.pgn,0,,,,,,
clean_006642.pgn,0,,,,,,
clean_006643.pgn,0,,,,,,
clean_006644.pgn,0,,,,,,
clean_006645.pgn,0,,,,,,
clean_006646.pgn,0,,,,,,
clean_006647.pgn,0,,,,,,
clean_006648.pgn,0,,,,,,
clean_006649.pgn,0,,,,,,
clean_006650.pgn,0,,,,,,
clean_006651.pgn,0,,,,,,
clean_006652.pgn,0,,,,,,
clean_006653.pgn,0,,,,,,
clean_006654.pgn,0,,,,,,
clean_006655.pgn,0,,,,,,
clean_006656.pgn,0,,,,,,
clean_006657.pgn,0,,,,,,
clean_006658.pgn,0,,,,,,
clean_006659.pgn,0,,,,,,
clean_006660.pgn,0,,,,,,
clean_006661.pgn,0,,,,,,
clean_006662.pgn,0,,,,,,
clean_006663.pgn,0,,,,,,
clean_006664.pgn,0,,,,,,
clean_006665.pgn,0,,,,,,
clean_006666.pgn,0,,,,,,
clean_006667.pgn,0,,,,,,
clean_006668.pgn,0,,,,,,
clean_006669.pgn,0,,,,,,
clean_006670.pgn,0,,,,,,
clean_006671.pgn,0,,,,,,
clean_006672.pgn,0,,,,,,
clean_006673.pgn,0,,,,,,
clean_006674.pgn,0,,,,,,
clean_006675.pgn,0,,,,,,
clean_006676.pgn,0,,,,,,
clean_006677.pgn,0,,,,,,
clean_006678.pgn,0,,,,,,
clean_006679.pgn,0,,,,,,
clean_006680.pgn,0,,,,,,
clean_006681.pgn,0,,,,,,
clean_006682.pgn,0,,,,,,
clean_006683.pgn,0,,,,,,
clean_006684.pgn,0,,,,,,
clean_006685.pgn,0,,,,,,
clean_006686.pgn,0,,,,,,
clean_006687.pgn,0,,,,,,
clean_006688.pgn,0,,,,,,
clean_006689.pgn,0,,,,,,
clean_006690.pgn,0,,,,,,
clean_006691.pgn,0,,,,,,
clean_006692.pgn,0,,,,,,
clean_006693.pgn,0,,,,,,
clean_006694.pgn,0,,,,,,
clean_006695.pgn,0,,,,,,
clean_006696.pgn,0,,,,,,
clean_006697.pgn,0,,,,,,
clean_006698.pgn,0,,,,,,
clean_006699.pgn,0,,,,,,
clean_006700.pgn,0,,,,,,
clean_006701.pgn,0,,,,,,
clean_006702.pgn,0,,,,,,
clean_006703.pgn,0,,,,,,
clean_006704.pgn,0,,,,,,
clean_006705.pgn,0,,,,,,
clean_006706.pgn,0,,,,,,
clean_006707.pgn,0,,,,,,
clean_006708.pgn,0,,,,,,
clean_006709.pgn,0,,,,,,
clean_006710.pgn,0,,,,,,
clean_006711.pgn,0,,,,,,
clean_006712.pgn,0,,,,,,
clean_006713.pgn,0,,,,,,
clean_006714.pgn,0,,,,,,
clean_006715.pgn,0,,,,,,
clean_006716.pgn,0,,,,,,
clean_006717.pgn,0,,,,,,
clean_006718.pgn,0,,,,,,
clean_006719.pgn,0,,,,,,
clean_006720.pgn,0,,,,,,
clean_006721.pgn,0,,,,,,
clean_006722.pgn,0,,,,,,
clean_006723.pgn,0,,,,,,
clean_006724.pgn,0,,,,,,
clean_006725.pgn,0,,,,,,
clean_006726.pgn,0,,,,,,
clean_006727.pgn,0,,,,,,
clean_006728.pgn,0,,,,,,
clean_006729.pgn,0,,,,,,
clean_006730.pgn,0,,,,,,
clean_006731.pgn,0,,,,,,
clean_006732.pgn,0,,,,,,
clean_006733.pgn,0,,,,,,
clean_006734.pgn,0,,,,,,
clean_006735.pgn,0,,,,,,
clean_006736.pgn,0,,,,,,
clean_006737.pgn,0,,,,,,
clean_006738.pgn,0,,,,,,
clean_006739.pgn,0,,,,,,
clean_006740.pgn,0,,,,,,
clean_006741.pgn,0,,,,,,
clean_006742.pgn,0,,,,,,
clean_006743.pgn,0,,,,,,
clean_006744.pgn,0,,,,,,
clean_006745.pgn,0,,,,,,
clean_006746.pgn,0,,,,,,
clean_006747.pgn,0,,,,,,
clean_006748.pgn,0,,,,,,
clean_006749.pgn,0,,,,,,
clean_006750.pgn,0,,,,,,
clean_006751.pgn,0,,,,,,
clean_006752.pgn,0,,,,,,
clean_006753.pgn,0,,,,,,
clean_006754.pgn,0,,,,,,
clean_006755.pgn,0,,,,,,
clean_006756.pgn,0,,,,,,
clean_006757.pgn,0,,,,,,
clean_006758.pgn,0,,,,,,
clean_006759.pgn,0,,,,,,
clean_006760.pgn,0,,,,,,
clean_006761.pgn,0,,,,,,
clean_006762.pgn,0,,,,,,
clean_006763.pgn,0,,,,,,
clean_006764.pgn,0,,,,,,
clean_006765.pgn,0,,,,,,
clean_006766.pgn,0,,,,,,
clean_006767.pgn,0,,,,,,
clean_006768.pgn,0,,,,,,
clean_006769.pgn,0,,,,,,
clean_006770.pgn,0,,,,,,
clean_006771.pgn,0,,,,,,
clean_006772.pgn,0,,,,,,
clean_006773.pgn,0,,,,,,
clean_006774.pgn,0,,,,,,
clean_006775.pgn,0,,,,,,
clean_006776.pgn,0,,,,,,
clean_006777.pgn,0,,,,,,
clean_006778.pgn,0,,,,,,
clean_006779.pgn,0,,,,,,
clean_006780.pgn,0,,,,,,
clean_006781.pgn,0,,,,,,
clean_006782.pgn,0,,,,,,
clean_006783.pgn,0,,,,,,
clean_006784.pgn,0,,,,,,
clean_006785.pgn,0,,,,,,
clean_006786.pgn,0,,,,,,
clean_006787.pgn,0,,,,,,
clean_006788.pgn,0,,,,,,
clean_006789.pgn,0,,,,,,
clean_006790.pgn,0,,,,,,
clean_006791.pgn,0,,,,,,
clean_006792.pgn,0,,,,,,
clean_006793.pgn,0,,,,,,
clean_006794.pgn,0,,,,,,
clean_006795.pgn,0,,,,,,
clean_006796.pgn,0,,,,,,
clean_006797.pgn,0,,,,,,
clean_006798.pgn,0,,,,,,
clean_006799.pgn,0,,,,,,
clean_006800.pgn,0,,,,,,
clean_006801.pgn,0,,,,,,
clean_006802.pgn,0,,,,,,
clean_006803.pgn,0,,,,,,
clean_006804.pgn,0,,,,,,
clean_006805.pgn,0,,,,,,
clean_006806.pgn,0,,,,,,
clean_006807.pgn,0,,,,,,
clean_006808.pgn,0,,,,,,
clean_006809.pgn,0,,,,,,
clean_006810.pgn,0,,,,,,
clean_006811.pgn,0,,,,,,
clean_006812.pgn,0,,,,,,
clean_006813.pgn,0,,,,,,
clean_006814.pgn,0,,,,,,
clean_006815.pgn,0,,,,,,
clean_006816.pgn,0,,,,,,
clean_006817.pgn,0,,,,,,
clean_006818.pgn,0,,,,,,
clean_006819.pgn,0,,,,,,
clean_006820.pgn,0,,,,,,
clean_006821.pgn,0,,,,,,
clean_006822.pgn,0,,,,,,
clean_006823.pgn,0,,,,,,
clean_006824.pgn,0,,,,,,
clean_006825.pgn,0,,,,,,
clean_006826.pgn,0,,,,,,
clean_006827.pgn,0,,,,,,
clean_006828.pgn,0,,,,,,
clean_006829.pgn,0,,,,,,
clean_006830.pgn,0,,,,,,
clean_006831.pgn,0,,,,,,
clean_006832.pgn,0,,,,,,
clean_006833.pgn,0,,,,,,
clean_006834.pgn,0,,,,,,
clean_006835.pgn,0,,,,,,
clean_006836.pgn,0,,,,,,
clean_006837.pgn,0,,,,,,
clean_006838.pgn,0,,,,,,
clean_006839.pgn,0,,,,,,
clean_006840.pgn,0,,,,,,
clean_006841.pgn,0,,,,,,
clean_006842.pgn,0,,,,,,
clean_006843.pgn,0,,,,,,
clean_006844.pgn,0,,,,,,
clean_006845.pgn,0,,,,,,
clean_006846.pgn,0,,,,,,
clean_006847.pgn,0,,,,,,
clean_006848.pgn,0,,,,,,
clean_006849.pgn,0,,,,,,
clean_006850.pgn,0,,,,,,
clean_006851.pgn,0,,,,,,
clean_006852.pgn,0,,,,,,
clean_006853.pgn,0,,,,,,
clean_006854.pgn,0,,,,,,
clean_006855.pgn,0,,,,,,
clean_006856.pgn,0,,,,,,
clean_006857.pgn,0,,,,,,
clean_006858.pgn,0,,,,,,
clean_006859.pgn,0,,,,,,
clean_006860.pgn,0,,,,,,
clean_006861.pgn,0,,,,,,
clean_006862.pgn,0,,,,,,
clean_006863.pgn,0,,,,,,
clean_006864.pgn,0,,,,,,
clean_006865.pgn,0,,,,,,
clean_006866.pgn,0,,,,,,
clean_006867.pgn,0,,,,,,
clean_006868.pgn,0,,,,,,
clean_006869.pgn,0,,,,,,
clean_006870.pgn,0,,,,,,
clean_006871.pgn,0,,,,,,
clean_006872.pgn,0,,,,,,
clean_006873.pgn,0,,,,,,
clean_006874.pgn,0,,,,,,
clean_006875.pgn,0,,,,,,
clean_006876.pgn,0,,,,,,
clean_006877.pgn,0,,,,,,
clean_006878.pgn,0,,,,,,
clean_006879.pgn,0,,,,,,
clean_006880.pgn,0,,,,,,
clean_006881.pgn,0,,,,,,
clean_006882.pgn,0,,,,,,
clean_006883.pgn,0,,,,,,
clean_006884.pgn,0,,,,,,
clean_006885.pgn,0,,,,,,
clean_006886.pgn,0,,,,,,
clean_006887.pgn,0,,,,,,
clean_006888.pgn,0,,,,,,
clean_006889.pgn,0,,,,,,
clean_006890.pgn,0,,,,,,
clean_006891.pgn,0,,,,,,
clean_006892.pgn,0,,,,,,
clean_006893.pgn,0,,,,,,
clean_006894.pgn,0,,,,,,
clean_006895.pgn,0,,,,,,
clean_006896.pgn,0,,,,,,
clean_006897.pgn,0,,,,,,
clean_006898.pgn,0,,,,,,
clean_006899.pgn,0,,,,,,
clean_006900.pgn,0,,,,,,
clean_006901.pgn,0,,,,,,
clean_006902.pgn,0,,,,,,
clean_006903.pgn,0,,,,,,
clean_006904.pgn,0,,,,,,
clean_006905.pgn,0,,,,,,
clean_006906.pgn,0,,,,,,
clean_006907.pgn,0,,,,,,
clean_006908.pgn,0,,,,,,
clean_006909.pgn,0,,,,,,
clean_006910.pgn,0,,,,,,
clean_006911.pgn,0,,,,,,
clean_006912.pgn,0,,,,,,
clean_006913.pgn,0,,,,,,
clean_006914.pgn,0,,,,,,
clean_006915.pgn,0,,,,,,
clean_006916.pgn,0,,,,,,
clean_006917.pgn,0,,,,,,
clean_006918.pgn,0,,,,,,
clean_006919.pgn,0,,,,,,
clean_006920.pgn,0,,,,,,
clean_006921.pgn,0,,,,,,
clean_006922.pgn,0,,,,,,
clean_006923.pgn,0,,,,,,
clean_006924.pgn,0,,,,,,
clean_006925.pgn,0,,,,,,
clean_006926.pgn,0,,,,,,
clean_006927.pgn,0,,,,,,
clean_006928.pgn,0,,,,,,
clean_006929.pgn,0,,,,,,
clean_006930.pgn,0,,,,,,
clean_006931.pgn,0,,,,,,
clean_006932.pgn,0,,,,,,
clean_006933.pgn,0,,,,,,
clean_006934.pgn,0,,,,,,
clean_006935.pgn,0,,,,,,
clean_006936.pgn,0,,,,,,
clean_006937.pgn,0,,,,,,
clean_006938.pgn,0,,,,,,
clean_006939.pgn,0,,,,,,
clean_006940.pgn,0,,,,,,
clean_006941.pgn,0,,,,,,
clean_006942.pgn,0,,,,,,
clean_006943.pgn,0,,,,,,
clean_006944.pgn,0,,,,,,
clean_006945.pgn,0,,,,,,
clean_006946.pgn,0,,,,,,
clean_006947.pgn,0,,,,,,
