filename,error_type,inject_at_move,total_moves,original_move,corrupted_move,cascade_length
clean_017433.pgn,0,,,,,
clean_017434.pgn,0,,,,,
clean_017435.pgn,0,,,,,
clean_017436.pgn,0,,,,,
clean_017437.pgn,0,,,,,
clean_017438.pgn,0,,,,,
clean_017439.pgn,0,,,,,
clean_017440.pgn,0,,,,,
clean_017441.pgn,0,,,,,
clean_017442.pgn,0,,,,,
clean_017443.pgn,0,,,,,
clean_017444.pgn,0,,,,,
clean_017445.pgn,0,,,,,
clean_017446.pgn,0,,,,,
clean_017447.pgn,0,,,,,
clean_017448.pgn,0,,,,,
clean_017449.pgn,0,,,,,
clean_017450.pgn,0,,,,,
clean_017451.pgn,0,,,,,
clean_017452.pgn,0,,,,,
clean_017453.pgn,0,,,,,
clean_017454.pgn,0,,,,,
clean_017455.pgn,0,,,,,
clean_017456.pgn,0,,,,,
clean_017457.pgn,0,,,,,
clean_017458.pgn,0,,,,,
clean_017459.pgn,0,,,,,
clean_017460.pgn,0,,,,,
clean_017461.pgn,0,,,,,
clean_017462.pgn,0,,,,,
clean_017463.pgn,0,,,,,
clean_017464.pgn,0,,,,,
clean_017465.pgn,0,,,,,
clean_017466.pgn,0,,,,,
clean_017467.pgn,0,,,,,
clean_017468.pgn,0,,,,,
clean_017469.pgn,0,,,,,
clean_017470.pgn,0,,,,,
clean_017471.pgn,0,,,,,
clean_017472.pgn,0,,,,,
clean_017473.pgn,0,,,,,
clean_017474.pgn,0,,,,,
clean_017475.pgn,0,,,,,
clean_017476.pgn,0,,,,,
clean_017477.pgn,0,,,,,
clean_017478.pgn,0,,,,,
clean_017479.pgn,0,,,,,
clean_017480.pgn,0,,,,,
clean_017481.pgn,0,,,,,
clean_017482.pgn,0,,,,,
clean_017483.pgn,0,,,,,
clean_017484.pgn,0,,,,,
clean_017485.pgn,0,,,,,
clean_017486.pgn,0,,,,,
clean_017487.pgn,0,,,,,
clean_017488.pgn,0,,,,,
clean_017489.pgn,0,,,,,
clean_017490.pgn,0,,,,,
clean_017491.pgn,0,,,,,
clean_017492.pgn,0,,,,,
clean_017493.pgn,0,,,,,
clean_017494.pgn,0,,,,,
clean_017495.pgn,0,,,,,
clean_017496.pgn,0,,,,,
clean_017497.pgn,0,,,,,
clean_017498.pgn,0,,,,,
clean_017499.pgn,0,,,,,
clean_017500.pgn,0,,,,,
clean_017501.pgn,0,,,,,
clean_017502.pgn,0,,,,,
clean_017503.pgn,0,,,,,
clean_017504.pgn,0,,,,,
clean_017505.pgn,0,,,,,
clean_017506.pgn,0,,,,,
clean_017507.pgn,0,,,,,
clean_017508.pgn,0,,,,,
clean_017509.pgn,0,,,,,
clean_017510.pgn,0,,,,,
clean_017511.pgn,0,,,,,
clean_017512.pgn,0,,,,,
clean_017513.pgn,0,,,,,
clean_017514.pgn,0,,,,,
clean_017515.pgn,0,,,,,
clean_017516.pgn,0,,,,,
clean_017517.pgn,0,,,,,
clean_017518.pgn,0,,,,,
clean_017519.pgn,0,,,,,
clean_017520.pgn,0,,,,,
clean_017521.pgn,0,,,,,
clean_017522.pgn,0,,,,,
clean_017523.pgn,0,,,,,
clean_017524.pgn,0,,,,,
clean_017525.pgn,0,,,,,
clean_017526.pgn,0,,,,,
clean_017527.pgn,0,,,,,
clean_017528.pgn,0,,,,,
clean_017529.pgn,0,,,,,
clean_017530.pgn,0,,,,,
clean_017531.pgn,0,,,,,
clean_017532.pgn,0,,,,,
clean_017533.pgn,0,,,,,
clean_017534.pgn,0,,,,,
clean_017535.pgn,0,,,,,
clean_017536.pgn,0,,,,,
clean_017537.pgn,0,,,,,
clean_017538.pgn,0,,,,,
clean_017539.pgn,0,,,,,
clean_017540.pgn,0,,,,,
clean_017541.pgn,0,,,,,
clean_017542.pgn,0,,,,,
clean_017543.pgn,0,,,,,
clean_017544.pgn,0,,,,,
clean_017545.pgn,0,,,,,
clean_017546.pgn,0,,,,,
clean_017547.pgn,0,,,,,
clean_017548.pgn,0,,,,,
clean_017549.pgn,0,,,,,
clean_017550.pgn,0,,,,,
clean_017551.pgn,0,,,,,
clean_017552.pgn,0,,,,,
clean_017553.pgn,0,,,,,
clean_017554.pgn,0,,,,,
clean_017555.pgn,0,,,,,
clean_017556.pgn,0,,,,,
clean_017557.pgn,0,,,,,
clean_017558.pgn,0,,,,,
clean_017559.pgn,0,,,,,
clean_017560.pgn,0,,,,,
clean_017561.pgn,0,,,,,
clean_017562.pgn,0,,,,,
clean_017563.pgn,0,,,,,
clean_017564.pgn,0,,,,,
clean_017565.pgn,0,,,,,
clean_017566.pgn,0,,,,,
clean_017567.pgn,0,,,,,
clean_017568.pgn,0,,,,,
clean_017569.pgn,0,,,,,
clean_017570.pgn,0,,,,,
clean_017571.pgn,0,,,,,
clean_017572.pgn,0,,,,,
clean_017573.pgn,0,,,,,
clean_017574.pgn,0,,,,,
clean_017575.pgn,0,,,,,
clean_017576.pgn,0,,,,,
clean_017577.pgn,0,,,,,
clean_017578.pgn,0,,,,,
clean_017579.pgn,0,,,,,
clean_017580.pgn,0,,,,,
clean_017581.pgn,0,,,,,
clean_017582.pgn,0,,,,,
clean_017583.pgn,0,,,,,
clean_017584.pgn,0,,,,,
clean_017585.pgn,0,,,,,
clean_017586.pgn,0,,,,,
clean_017587.pgn,0,,,,,
clean_017588.pgn,0,,,,,
clean_017589.pgn,0,,,,,
clean_017590.pgn,0,,,,,
clean_017591.pgn,0,,,,,
clean_017592.pgn,0,,,,,
clean_017593.pgn,0,,,,,
clean_017594.pgn,0,,,,,
clean_017595.pgn,0,,,,,
clean_017596.pgn,0,,,,,
clean_017597.pgn,0,,,,,
clean_017598.pgn,0,,,,,
clean_017599.pgn,0,,,,,
clean_017600.pgn,0,,,,,
clean_017601.pgn,0,,,,,
clean_017602.pgn,0,,,,,
clean_017603.pgn,0,,,,,
clean_017604.pgn,0,,,,,
clean_017605.pgn,0,,,,,
clean_017606.pgn,0,,,,,
clean_017607.pgn,0,,,,,
clean_017608.pgn,0,,,,,
clean_017609.pgn,0,,,,,
clean_017610.pgn,0,,,,,
clean_017611.pgn,0,,,,,
clean_017612.pgn,0,,,,,
clean_017613.pgn,0,,,,,
clean_017614.pgn,0,,,,,
clean_017615.pgn,0,,,,,
clean_017616.pgn,0,,,,,
clean_017617.pgn,0,,,,,
clean_017618.pgn,0,,,,,
clean_017619.pgn,0,,,,,
clean_017620.pgn,0,,,,,
clean_017621.pgn,0,,,,,
clean_017622.pgn,0,,,,,
clean_017623.pgn,0,,,,,
clean_017624.pgn,0,,,,,
clean_017625.pgn,0,,,,,
clean_017626.pgn,0,,,,,
clean_017627.pgn,0,,,,,
clean_017628.pgn,0,,,,,
clean_017629.pgn,0,,,,,
clean_017630.pgn,0,,,,,
clean_017631.pgn,0,,,,,
clean_017632.pgn,0,,,,,
clean_017633.pgn,0,,,,,
clean_017634.pgn,0,,,,,
clean_017635.pgn,0,,,,,
clean_017636.pgn,0,,,,,
clean_017637.pgn,0,,,,,
clean_017638.pgn,0,,,,,
clean_017639.pgn,0,,,,,
clean_017640.pgn,0,,,,,
clean_017641.pgn,0,,,,,
clean_017642.pgn,0,,,,,
clean_017643.pgn,0,,,,,
clean_017644.pgn,0,,,,,
clean_017645.pgn,0,,,,,
clean_017646.pgn,0,,,,,
clean_017647.pgn,0,,,,,
clean_017648.pgn,0,,,,,
clean_017649.pgn,0,,,,,
clean_017650.pgn,0,,,,,
clean_017651.pgn,0,,,,,
clean_017652.pgn,0,,,,,
clean_017653.pgn,0,,,,,
clean_017654.pgn,0,,,,,
clean_017655.pgn,0,,,,,
clean_017656.pgn,0,,,,,
clean_017657.pgn,0,,,,,
clean_017658.pgn,0,,,,,
clean_017659.pgn,0,,,,,
clean_017660.pgn,0,,,,,
clean_017661.pgn,0,,,,,
clean_017662.pgn,0,,,,,
clean_017663.pgn,0,,,,,
clean_017664.pgn,0,,,,,
clean_017665.pgn,0,,,,,
clean_017666.pgn,0,,,,,
clean_017667.pgn,0,,,,,
clean_017668.pgn,0,,,,,
clean_017669.pgn,0,,,,,
clean_017670.pgn,0,,,,,
clean_017671.pgn,0,,,,,
clean_017672.pgn,0,,,,,
clean_017673.pgn,0,,,,,
clean_017674.pgn,0,,,,,
clean_017675.pgn,0,,,,,
clean_017676.pgn,0,,,,,
clean_017677.pgn,0,,,,,
clean_017678.pgn,0,,,,,
clean_017679.pgn,0,,,,,
clean_017680.pgn,0,,,,,
clean_017681.pgn,0,,,,,
clean_017682.pgn,0,,,,,
clean_017683.pgn,0,,,,,
clean_017684.pgn,0,,,,,
clean_017685.pgn,0,,,,,
clean_017686.pgn,0,,,,,
clean_017687.pgn,0,,,,,
clean_017688.pgn,0,,,,,
clean_017689.pgn,0,,,,,
clean_017690.pgn,0,,,,,
clean_017691.pgn,0,,,,,
clean_017692.pgn,0,,,,,
clean_017693.pgn,0,,,,,
clean_017694.pgn,0,,,,,
clean_017695.pgn,0,,,,,
clean_017696.pgn,0,,,,,
clean_017697.pgn,0,,,,,
clean_017698.pgn,0,,,,,
clean_017699.pgn,0,,,,,
clean_017700.pgn,0,,,,,
clean_017701.pgn,0,,,,,
clean_017702.pgn,0,,,,,
clean_017703.pgn,0,,,,,
clean_017704.pgn,0,,,,,
clean_017705.pgn,0,,,,,
clean_017706.pgn,0,,,,,
clean_017707.pgn,0,,,,,
clean_017708.pgn,0,,,,,
clean_017709.pgn,0,,,,,
clean_017710.pgn,0,,,,,
clean_017711.pgn,0,,,,,
clean_017712.pgn,0,,,,,
clean_017713.pgn,0,,,,,
clean_017714.pgn,0,,,,,
clean_017715.pgn,0,,,,,
clean_017716.pgn,0,,,,,
clean_017717.pgn,0,,,,,
clean_017718.pgn,0,,,,,
clean_017719.pgn,0,,,,,
clean_017720.pgn,0,,,,,
clean_017721.pgn,0,,,,,
clean_017722.pgn,0,,,,,
clean_017723.pgn,0,,,,,
clean_017724.pgn,0,,,,,
clean_017725.pgn,0,,,,,
clean_017726.pgn,0,,,,,
clean_017727.pgn,0,,,,,
clean_017728.pgn,0,,,,,
clean_017729.pgn,0,,,,,
clean_017730.pgn,0,,,,,
clean_017731.pgn,0,,,,,
clean_017732.pgn,0,,,,,
clean_017733.pgn,0,,,,,
clean_017734.pgn,0,,,,,
clean_017735.pgn,0,,,,,
clean_017736.pgn,0,,,,,
clean_017737.pgn,0,,,,,
clean_017738.pgn,0,,,,,
clean_017739.pgn,0,,,,,
clean_017740.pgn,0,,,,,
clean_017741.pgn,0,,,,,
clean_017742.pgn,0,,,,,
clean_017743.pgn,0,,,,,
clean_017744.pgn,0,,,,,
clean_017745.pgn,0,,,,,
clean_017746.pgn,0,,,,,
clean_017747.pgn,0,,,,,
clean_017748.pgn,0,,,,,
clean_017749.pgn,0,,,,,
clean_017750.pgn,0,,,,,
clean_017751.pgn,0,,,,,
clean_017752.pgn,0,,,,,
clean_017753.pgn,0,,,,,
clean_017754.pgn,0,,,,,
clean_017755.pgn,0,,,,,
clean_017756.pgn,0,,,,,
clean_017757.pgn,0,,,,,
clean_017758.pgn,0,,,,,
clean_017759.pgn,0,,,,,
clean_017760.pgn,0,,,,,
clean_017761.pgn,0,,,,,
clean_017762.pgn,0,,,,,
clean_017763.pgn,0,,,,,
clean_017764.pgn,0,,,,,
clean_017765.pgn,0,,,,,
clean_017766.pgn,0,,,,,
clean_017767.pgn,0,,,,,
clean_017768.pgn,0,,,,,
clean_017769.pgn,0,,,,,
clean_017770.pgn,0,,,,,
clean_017771.pgn,0,,,,,
clean_017772.pgn,0,,,,,
clean_017773.pgn,0,,,,,
clean_017774.pgn,0,,,,,
clean_017775.pgn,0,,,,,
clean_017776.pgn,0,,,,,
clean_017777.pgn,0,,,,,
clean_017778.pgn,0,,,,,
clean_017779.pgn,0,,,,,
clean_017780.pgn,0,,,,,
clean_017781.pgn,0,,,,,
clean_017782.pgn,0,,,,,
clean_017783.pgn,0,,,,,
clean_017784.pgn,0,,,,,
clean_017785.pgn,0,,,,,
clean_017786.pgn,0,,,,,
clean_017787.pgn,0,,,,,
clean_017788.pgn,0,,,,,
clean_017789.pgn,0,,,,,
clean_017790.pgn,0,,,,,
clean_017791.pgn,0,,,,,
clean_017792.pgn,0,,,,,
clean_017793.pgn,0,,,,,
clean_017794.pgn,0,,,,,
clean_017795.pgn,0,,,,,
clean_017796.pgn,0,,,,,
clean_017797.pgn,0,,,,,
clean_017798.pgn,0,,,,,
clean_017799.pgn,0,,,,,
clean_017800.pgn,0,,,,,
clean_017801.pgn,0,,,,,
clean_017802.pgn,0,,,,,
clean_017803.pgn,0,,,,,
clean_017804.pgn,0,,,,,
clean_017805.pgn,0,,,,,
clean_017806.pgn,0,,,,,
clean_017807.pgn,0,,,,,
clean_017808.pgn,0,,,,,
clean_017809.pgn,0,,,,,
clean_017810.pgn,0,,,,,
clean_017811.pgn,0,,,,,
clean_017812.pgn,0,,,,,
clean_017813.pgn,0,,,,,
clean_017814.pgn,0,,,,,
clean_017815.pgn,0,,,,,
clean_017816.pgn,0,,,,,
clean_017817.pgn,0,,,,,
clean_017818.pgn,0,,,,,
clean_017819.pgn,0,,,,,
clean_017820.pgn,0,,,,,
clean_017821.pgn,0,,,,,
clean_017822.pgn,0,,,,,
clean_017823.pgn,0,,,,,
clean_017824.pgn,0,,,,,
clean_017825.pgn,0,,,,,
clean_017826.pgn,0,,,,,
clean_017827.pgn,0,,,,,
clean_017828.pgn,0,,,,,
clean_017829.pgn,0,,,,,
clean_017830.pgn,0,,,,,
clean_017831.pgn,0,,,,,
clean_017832.pgn,0,,,,,
clean_017833.pgn,0,,,,,
clean_017834.pgn,0,,,,,
clean_017835.pgn,0,,,,,
clean_017836.pgn,0,,,,,
clean_017837.pgn,0,,,,,
clean_017838.pgn,0,,,,,
clean_017839.pgn,0,,,,,
clean_017840.pgn,0,,,,,
clean_017841.pgn,0,,,,,
clean_017842.pgn,0,,,,,
clean_017843.pgn,0,,,,,
clean_017844.pgn,0,,,,,
clean_017845.pgn,0,,,,,
clean_017846.pgn,0,,,,,
clean_017847.pgn,0,,,,,
clean_017848.pgn,0,,,,,
clean_017849.pgn,0,,,,,
clean_017850.pgn,0,,,,,
clean_017851.pgn,0,,,,,
clean_017852.pgn,0,,,,,
clean_017853.pgn,0,,,,,
clean_017854.pgn,0,,,,,
clean_017855.pgn,0,,,,,
clean_017856.pgn,0,,,,,
clean_017857.pgn,0,,,,,
clean_017858.pgn,0,,,,,
clean_017859.pgn,0,,,,,
clean_017860.pgn,0,,,,,
clean_017861.pgn,0,,,,,
clean_017862.pgn,0,,,,,
clean_017863.pgn,0,,,,,
clean_017864.pgn,0,,,,,
clean_017865.pgn,0,,,,,
clean_017866.pgn,0,,,,,
clean_017867.pgn,0,,,,,
clean_017868.pgn,0,,,,,
clean_017869.pgn,0,,,,,
clean_017870.pgn,0,,,,,
clean_017871.pgn,0,,,,,
clean_017872.pgn,0,,,,,
clean_017873.pgn,0,,,,,
clean_017874.pgn,0,,,,,
clean_017875.pgn,0,,,,,
clean_017876.pgn,0,,,,,
clean_017877.pgn,0,,,,,
clean_017878.pgn,0,,,,,
clean_017879.pgn,0,,,,,
clean_017880.pgn,0,,,,,
clean_017881.pgn,0,,,,,
clean_017882.pgn,0,,,,,
clean_017883.pgn,0,,,,,
clean_017884.pgn,0,,,,,
clean_017885.pgn,0,,,,,
clean_017886.pgn,0,,,,,
clean_017887.pgn,0,,,,,
clean_017888.pgn,0,,,,,
clean_017889.pgn,0,,,,,
clean_017890.pgn,0,,,,,
clean_017891.pgn,0,,,,,
clean_017892.pgn,0,,,,,
clean_017893.pgn,0,,,,,
clean_017894.pgn,0,,,,,
clean_017895.pgn,0,,,,,
clean_017896.pgn,0,,,,,
clean_017897.pgn,0,,,,,
clean_017898.pgn,0,,,,,
clean_017899.pgn,0,,,,,
clean_017900.pgn,0,,,,,
clean_017901.pgn,0,,,,,
clean_017902.pgn,0,,,,,
clean_017903.pgn,0,,,,,
clean_017904.pgn,0,,,,,
clean_017905.pgn,0,,,,,
clean_017906.pgn,0,,,,,
clean_017907.pgn,0,,,,,
clean_017908.pgn,0,,,,,
clean_017909.pgn,0,,,,,
clean_017910.pgn,0,,,,,
clean_017911.pgn,0,,,,,
clean_017912.pgn,0,,,,,
clean_017913.pgn,0,,,,,
clean_017914.pgn,0,,,,,
clean_017915.pgn,0,,,,,
clean_017916.pgn,0,,,,,
clean_017917.pgn,0,,,,,
clean_017918.pgn,0,,,,,
clean_017919.pgn,0,,,,,
clean_017920.pgn,0,,,,,
clean_017921.pgn,0,,,,,
clean_017922.pgn,0,,,,,
clean_017923.pgn,0,,,,,
clean_017924.pgn,0,,,,,
clean_017925.pgn,0,,,,,
clean_017926.pgn,0,,,,,
clean_017927.pgn,0,,,,,
clean_017928.pgn,0,,,,,
clean_017929.pgn,0,,,,,
clean_017930.pgn,0,,,,,
clean_017931.pgn,0,,,,,
clean_017932.pgn,0,,,,,
clean_017933.pgn,0,,,,,
clean_017934.pgn,0,,,,,
clean_017935.pgn,0,,,,,
clean_017936.pgn,0,,,,,
clean_017937.pgn,0,,,,,
clean_017938.pgn,0,,,,,
clean_017939.pgn,0,,,,,
clean_017940.pgn,0,,,,,
clean_017941.pgn,0,,,,,
clean_017942.pgn,0,,,,,
clean_017943.pgn,0,,,,,
clean_017944.pgn,0,,,,,
clean_017945.pgn,0,,,,,
clean_017946.pgn,0,,,,,
clean_017947.pgn,0,,,,,
clean_017948.pgn,0,,,,,
clean_017949.pgn,0,,,,,
clean_017950.pgn,0,,,,,
clean_017951.pgn,0,,,,,
clean_017952.pgn,0,,,,,
clean_017953.pgn,0,,,,,
clean_017954.pgn,0,,,,,
clean_017955.pgn,0,,,,,
clean_017956.pgn,0,,,,,
clean_017957.pgn,0,,,,,
clean_017958.pgn,0,,,,,
clean_017959.pgn,0,,,,,
clean_017960.pgn,0,,,,,
clean_017961.pgn,0,,,,,
clean_017962.pgn,0,,,,,
clean_017963.pgn,0,,,,,
clean_017964.pgn,0,,,,,
clean_017965.pgn,0,,,,,
clean_017966.pgn,0,,,,,
clean_017967.pgn,0,,,,,
clean_017968.pgn,0,,,,,
clean_017969.pgn,0,,,,,
clean_017970.pgn,0,,,,,
clean_017971.pgn,0,,,,,
clean_017972.pgn,0,,,,,
clean_017973.pgn,0,,,,,
clean_017974.pgn,0,,,,,
clean_017975.pgn,0,,,,,
clean_017976.pgn,0,,,,,
clean_017977.pgn,0,,,,,
clean_017978.pgn,0,,,,,
clean_017979.pgn,0,,,,,
clean_017980.pgn,0,,,,,
clean_017981.pgn,0,,,,,
clean_017982.pgn,0,,,,,
clean_017983.pgn,0,,,,,
clean_017984.pgn,0,,,,,
clean_017985.pgn,0,,,,,
clean_017986.pgn,0,,,,,
clean_017987.pgn,0,,,,,
clean_017988.pgn,0,,,,,
clean_017989.pgn,0,,,,,
clean_017990.pgn,0,,,,,
clean_017991.pgn,0,,,,,
clean_017992.pgn,0,,,,,
clean_017993.pgn,0,,,,,
clean_017994.pgn,0,,,,,
clean_017995.pgn,0,,,,,
clean_017996.pgn,0,,,,,
clean_017997.pgn,0,,,,,
clean_017998.pgn,0,,,,,
clean_017999.pgn,0,,,,,
clean_018000.pgn,0,,,,,
clean_018001.pgn,0,,,,,
clean_018002.pgn,0,,,,,
clean_018003.pgn,0,,,,,
clean_018004.pgn,0,,,,,
clean_018005.pgn,0,,,,,
clean_018006.pgn,0,,,,,
clean_018007.pgn,0,,,,,
clean_018008.pgn,0,,,,,
clean_018009.pgn,0,,,,,
clean_018010.pgn,0,,,,,
clean_018011.pgn,0,,,,,
clean_018012.pgn,0,,,,,
clean_018013.pgn,0,,,,,
clean_018014.pgn,0,,,,,
clean_018015.pgn,0,,,,,
clean_018016.pgn,0,,,,,
clean_018017.pgn,0,,,,,
clean_018018.pgn,0,,,,,
clean_018019.pgn,0,,,,,
clean_018020.pgn,0,,,,,
clean_018021.pgn,0,,,,,
clean_018022.pgn,0,,,,,
clean_018023.pgn,0,,,,,
clean_018024.pgn,0,,,,,
clean_018025.pgn,0,,,,,
clean_018026.pgn,0,,,,,
clean_018027.pgn,0,,,,,
clean_018028.pgn,0,,,,,
clean_018029.pgn,0,,,,,
clean_018030.pgn,0,,,,,
clean_018031.pgn,0,,,,,
clean_018032.pgn,0,,,,,
clean_018033.pgn,0,,,,,
clean_018034.pgn,0,,,,,
clean_018035.pgn,0,,,,,
clean_018036.pgn,0,,,,,
clean_018037.pgn,0,,,,,
clean_018038.pgn,0,,,,,
clean_018039.pgn,0,,,,,
clean_018040.pgn,0,,,,,
clean_018041.pgn,0,,,,,
clean_018042.pgn,0,,,,,
clean_018043.pgn,0,,,,,
clean_018044.pgn,0,,,,,
clean_018045.pgn,0,,,,,
clean_018046.pgn,0,,,,,
clean_018047.pgn,0,,,,,
clean_018048.pgn,0,,,,,
clean_018049.pgn,0,,,,,
clean_018050.pgn,0,,,,,
clean_018051.pgn,0,,,,,
clean_018052.pgn,0,,,,,
clean_018053.pgn,0,,,,,
clean_018054.pgn,0,,,,,
clean_018055.pgn,0,,,,,
clean_018056.pgn,0,,,,,
clean_018057.pgn,0,,,,,
clean_018058.pgn,0,,,,,
clean_018059.pgn,0,,,,,
clean_018060.pgn,0,,,,,
clean_018061.pgn,0,,,,,
clean_018062.pgn,0,,,,,
clean_018063.pgn,0,,,,,
clean_018064.pgn,0,,,,,
clean_018065.pgn,0,,,,,
clean_018066.pgn,0,,,,,
clean_018067.pgn,0,,,,,
clean_018068.pgn,0,,,,,
clean_018069.pgn,0,,,,,
clean_018070.pgn,0,,,,,
clean_018071.pgn,0,,,,,
clean_018072.pgn,0,,,,,
clean_018073.pgn,0,,,,,
clean_018074.pgn,0,,,,,
clean_018075.pgn,0,,,,,
clean_018076.pgn,0,,,,,
clean_018077.pgn,0,,,,,
clean_018078.pgn,0,,,,,
clean_018079.pgn,0,,,,,
clean_018080.pgn,0,,,,,
clean_018081.pgn,0,,,,,
clean_018082.pgn,0,,,,,
clean_018083.pgn,0,,,,,
clean_018084.pgn,0,,,,,
clean_018085.pgn,0,,,,,
clean_018086.pgn,0,,,,,
clean_018087.pgn,0,,,,,
clean_018088.pgn,0,,,,,
clean_018089.pgn,0,,,,,
clean_018090.pgn,0,,,,,
clean_018091.pgn,0,,,,,
clean_018092.pgn,0,,,,,
clean_018093.pgn,0,,,,,
clean_018094.pgn,0,,,,,
clean_018095.pgn,0,,,,,
clean_018096.pgn,0,,,,,
clean_018097.pgn,0,,,,,
clean_018098.pgn,0,,,,,
clean_018099.pgn,0,,,,,
clean_018100.pgn,0,,,,,
clean_018101.pgn,0,,,,,
clean_018102.pgn,0,,,,,
clean_018103.pgn,0,,,,,
clean_018104.pgn,0,,,,,
clean_018105.pgn,0,,,,,
clean_018106.pgn,0,,,,,
clean_018107.pgn,0,,,,,
clean_018108.pgn,0,,,,,
clean_018109.pgn,0,,,,,
clean_018110.pgn,0,,,,,
clean_018111.pgn,0,,,,,
clean_018112.pgn,0,,,,,
clean_018113.pgn,0,,,,,
clean_018114.pgn,0,,,,,
clean_018115.pgn,0,,,,,
clean_018116.pgn,0,,,,,
clean_018117.pgn,0,,,,,
clean_018118.pgn,0,,,,,
clean_018119.pgn,0,,,,,
clean_018120.pgn,0,,,,,
clean_018121.pgn,0,,,,,
clean_018122.pgn,0,,,,,
clean_018123.pgn,0,,,,,
clean_018124.pgn,0,,,,,
clean_018125.pgn,0,,,,,
clean_018126.pgn,0,,,,,
clean_018127.pgn,0,,,,,
clean_018128.pgn,0,,,,,
clean_018129.pgn,0,,,,,
clean_018130.pgn,0,,,,,
clean_018131.pgn,0,,,,,
clean_018132.pgn,0,,,,,
clean_018133.pgn,0,,,,,
clean_018134.pgn,0,,,,,
clean_018135.pgn,0,,,,,
clean_018136.pgn,0,,,,,
clean_018137.pgn,0,,,,,
clean_018138.pgn,0,,,,,
clean_018139.pgn,0,,,,,
clean_018140.pgn,0,,,,,
clean_018141.pgn,0,,,,,
clean_018142.pgn,0,,,,,
clean_018143.pgn,0,,,,,
clean_018144.pgn,0,,,,,
clean_018145.pgn,0,,,,,
clean_018146.pgn,0,,,,,
clean_018147.pgn,0,,,,,
clean_018148.pgn,0,,,,,
clean_018149.pgn,0,,,,,
clean_018150.pgn,0,,,,,
clean_018151.pgn,0,,,,,
clean_018152.pgn,0,,,,,
clean_018153.pgn,0,,,,,
clean_018154.pgn,0,,,,,
clean_018155.pgn,0,,,,,
clean_018156.pgn,0,,,,,
clean_018157.pgn,0,,,,,
clean_018158.pgn,0,,,,,
clean_018159.pgn,0,,,,,
clean_018160.pgn,0,,,,,
clean_018161.pgn,0,,,,,
clean_018162.pgn,0,,,,,
clean_018163.pgn,0,,,,,
clean_018164.pgn,0,,,,,
clean_018165.pgn,0,,,,,
clean_018166.pgn,0,,,,,
clean_018167.pgn,0,,,,,
clean_018168.pgn,0,,,,,
clean_018169.pgn,0,,,,,
clean_018170.pgn,0,,,,,
clean_018171.pgn,0,,,,,
clean_018172.pgn,0,,,,,
clean_018173.pgn,0,,,,,
clean_018174.pgn,0,,,,,
clean_018175.pgn,0,,,,,
clean_018176.pgn,0,,,,,
clean_018177.pgn,0,,,,,
clean_018178.pgn,0,,,,,
clean_018179.pgn,0,,,,,
clean_018180.pgn,0,,,,,
clean_018181.pgn,0,,,,,
clean_018182.pgn,0,,,,,
clean_018183.pgn,0,,,,,
clean_018184.pgn,0,,,,,
clean_018185.pgn,0,,,,,
clean_018186.pgn,0,,,,,
clean_018187.pgn,0,,,,,
clean_018188.pgn,0,,,,,
clean_018189.pgn,0,,,,,
clean_018190.pgn,0,,,,,
clean_018191.pgn,0,,,,,
clean_018192.pgn,0,,,,,
clean_018193.pgn,0,,,,,
clean_018194.pgn,0,,,,,
clean_018195.pgn,0,,,,,
clean_018196.pgn,0,,,,,
clean_018197.pgn,0,,,,,
clean_018198.pgn,0,,,,,
clean_018199.pgn,0,,,,,
clean_018200.pgn,0,,,,,
clean_018201.pgn,0,,,,,
clean_018202.pgn,0,,,,,
clean_018203.pgn,0,,,,,
clean_018204.pgn,0,,,,,
clean_018205.pgn,0,,,,,
clean_018206.pgn,0,,,,,
clean_018207.pgn,0,,,,,
clean_018208.pgn,0,,,,,
clean_018209.pgn,0,,,,,
clean_018210.pgn,0,,,,,
clean_018211.pgn,0,,,,,
clean_018212.pgn,0,,,,,
clean_018213.pgn,0,,,,,
clean_018214.pgn,0,,,,,
clean_018215.pgn,0,,,,,
clean_018216.pgn,0,,,,,
clean_018217.pgn,0,,,,,
clean_018218.pgn,0,,,,,
clean_018219.pgn,0,,,,,
clean_018220.pgn,0,,,,,
clean_018221.pgn,0,,,,,
clean_018222.pgn,0,,,,,
clean_018223.pgn,0,,,,,
clean_018224.pgn,0,,,,,
clean_018225.pgn,0,,,,,
clean_018226.pgn,0,,,,,
clean_018227.pgn,0,,,,,
clean_018228.pgn,0,,,,,
clean_018229.pgn,0,,,,,
clean_018230.pgn,0,,,,,
clean_018231.pgn,0,,,,,
clean_018232.pgn,0,,,,,
clean_018233.pgn,0,,,,,
clean_018234.pgn,0,,,,,
clean_018235.pgn,0,,,,,
clean_018236.pgn,0,,,,,
clean_018237.pgn,0,,,,,
clean_018238.pgn,0,,,,,
clean_018239.pgn,0,,,,,
clean_018240.pgn,0,,,,,
clean_018241.pgn,0,,,,,
clean_018242.pgn,0,,,,,
clean_018243.pgn,0,,,,,
clean_018244.pgn,0,,,,,
clean_018245.pgn,0,,,,,
clean_018246.pgn,0,,,,,
clean_018247.pgn,0,,,,,
clean_018248.pgn,0,,,,,
clean_018249.pgn,0,,,,,
clean_018250.pgn,0,,,,,
clean_018251.pgn,0,,,,,
clean_018252.pgn,0,,,,,
clean_018253.pgn,0,,,,,
